Query	invertebrates-Sbjct	E-value	non_invertebrates-Sbjct	E-value	
DdB|DdB_08251	--	--	WP_144530194.1	7.62e-109
DdB|DdB_08256	--	--	WP_033884151.1	0.0
DdB|DdB_08257	--	--	WP_033884152.1	8.88e-176
DdB|DdB_08259	--	--	WP_249850953.1	6.4e-78
DdB|DdB_08260	--	--	WP_003225461.1	3.7e-50
DdB|DdB_08262	--	--	WP_015714183.1	8.07e-89
DdB|DdB_08267	--	--	WP_151262314.1	0.0
DdB|DdB_08271	--	--	WP_003230562.1	0.0
DdB|DdB_08275	--	--	WP_015714176.1	1.39e-145
DdB|DdB_08276	--	--	WP_339231102.1	0.0
DdB|DdB_08278	--	--	WP_004398550.1	1.95e-164
DdB|DdB_08285	--	--	WP_131227561.1	7.2e-139
DdB|DdB_08295	--	--	WP_124058505.1	2.24e-149
DdB|DdB_08296	--	--	WP_010886552.1	1.03e-123
DdB|DdB_08297	--	--	WP_342016330.1	1.43e-93
DdB|DdB_08298	--	--	WP_024573566.1	1e-153
DdB|DdB_08299	--	--	WP_004398044.1	1.81e-72
DdB|DdB_08306	--	--	WP_283933521.1	0.0
DdB|DdB_08307	--	--	WP_131227533.1	0.0
DdB|DdB_08310	--	--	WP_124048170.1	5.54e-112
DdB|DdB_08312	--	--	WP_029726783.1	9.35e-120
DdB|DdB_08314	--	--	WP_042976356.1	2.52e-126
DdB|DdB_08315	--	--	WP_268554351.1	2.15e-66
DdB|DdB_08316	--	--	WP_004398488.1	1.08e-50
DdB|DdB_08317	--	--	WP_003246080.1	6.29e-79
DdB|DdB_08321	--	--	WP_225722030.1	0.0
DdB|DdB_08322	--	--	WP_010886550.1	7.39e-150
DdB|DdB_08324	--	--	WP_268419399.1	2.55e-67
DdB|DdB_08325	--	--	WP_033884796.1	0.0
DdB|DdB_08327	--	--	WP_017696982.1	0.0
DdB|DdB_08331	--	--	WP_014477146.1	0.0
DdB|DdB_08332	--	--	WP_339187134.1	0.0
DdB|DdB_08333	--	--	WP_339187131.1	7.4e-133
DdB|DdB_08335	--	--	WP_250622430.1	1.27e-50
DdB|DdB_08336	--	--	WP_029726798.1	2.98e-88
DdB|DdB_08338	--	--	WP_257432980.1	0.0
DdB|DdB_08339	--	--	WP_257432978.1	1.56e-54
DdB|DdB_08342	--	--	WP_021481511.1	3.78e-165
DdB|DdB_08344	--	--	WP_342489410.1	0.0
DdB|DdB_08345	--	--	WP_326224061.1	1.57e-98
DdB|DdB_08347	--	--	WP_003230794.1	3.03e-102
DdB|DdB_08348	--	--	WP_029318014.1	6.15e-149
DdB|DdB_08349	--	--	WP_015714130.1	4.85e-146
DdB|DdB_08350	--	--	WP_041849945.1	1.21e-99
DdB|DdB_08353	--	--	WP_004398497.1	1.96e-129
DdB|DdB_08357	--	--	WP_220396725.1	3.05e-58
DdB|DdB_08358	--	--	WP_069322736.1	0.0
DdB|DdB_08364	--	--	WP_103330217.1	0.0
DdB|DdB_08365	--	--	WP_032722018.1	0.0
DdB|DdB_08368	--	--	WP_032722013.1	4.22e-160
DdB|DdB_08370	--	--	WP_003231160.1	2.23e-47
DdB|DdB_08371	--	--	WP_014480050.1	1.71e-157
DdB|DdB_08372	--	--	WP_080332524.1	5.7e-52
DdB|DdB_08374	--	--	WP_004399387.1	0.0
DdB|DdB_08375	--	--	WP_326256376.1	7.72e-43
DdB|DdB_08379	--	--	WP_229762748.1	2.83e-146
DdB|DdB_08380	--	--	WP_029318030.1	3.2e-145
DdB|DdB_08381	--	--	WP_014477092.1	3.05e-147
DdB|DdB_08387	--	--	WP_268432577.1	4.11e-35
DdB|DdB_08388	--	--	WP_033881865.1	6.57e-70
DdB|DdB_08389	--	--	WP_003231211.1	6.03e-60
DdB|DdB_08390	--	--	WP_128422280.1	2.8e-115
DdB|DdB_08397	--	--	WP_264098992.1	0.0
DdB|DdB_08398	--	--	WP_024572779.1	3.68e-117
DdB|DdB_08407	--	--	WP_320340070.1	5.15e-70
DdB|DdB_08408	--	--	WP_003231251.1	1.12e-47
DdB|DdB_08410	--	--	WP_003231257.1	1.21e-71
DdB|DdB_08420	--	--	WP_070549178.1	9.72e-131
DdB|DdB_08421	--	--	WP_003231280.1	3.34e-125
DdB|DdB_08422	--	--	WP_003231283.1	1.08e-107
DdB|DdB_08423	--	--	WP_015251914.1	1.29e-117
DdB|DdB_08424	--	--	WP_049141164.1	1.89e-83
DdB|DdB_08429	--	--	WP_029318053.1	2.89e-66
DdB|DdB_08436	--	--	WP_123373226.1	1.88e-122
DdB|DdB_08438	--	--	WP_326353775.1	9.69e-94
DdB|DdB_08439	--	--	WP_342006593.1	3.09e-117
DdB|DdB_08443	--	--	WP_004399503.1	5.2e-154
DdB|DdB_08447	--	--	WP_342006597.1	5.81e-63
DdB|DdB_08452	--	--	WP_273796620.1	0.0
DdB|DdB_08454	--	--	WP_268307057.1	1.78e-48
DdB|DdB_08456	--	--	WP_003231439.1	0.0
DdB|DdB_08458	--	--	WP_003231443.1	6.1e-125
DdB|DdB_08468	--	--	WP_268539569.1	6.56e-38
DdB|DdB_08472	--	--	WP_342006599.1	0.0
DdB|DdB_08473	--	--	WP_251187698.1	0.0
DdB|DdB_08491	--	--	WP_033884073.1	7.64e-65
DdB|DdB_08499	--	--	WP_029946362.1	1.29e-151
DdB|DdB_08500	--	--	WP_160221620.1	1.75e-100
DdB|DdB_08501	--	--	WP_103803616.1	7.59e-126
DdB|DdB_08503	--	--	WP_088272355.1	1.15e-103
DdB|DdB_08506	--	--	WP_003231535.1	1.76e-46
DdB|DdB_08509	--	--	WP_161986037.1	2.29e-28
DdB|DdB_08514	--	--	WP_003231562.1	6.48e-62
DdB|DdB_08518	--	--	WP_015251998.1	2.63e-77
DdB|DdB_08521	--	--	WP_003231591.1	1.47e-107
DdB|DdB_08524	--	--	WP_015383764.1	3.29e-79
DdB|DdB_08525	--	--	WP_003238209.1	3.56e-146
DdB|DdB_08526	--	--	WP_326146083.1	3.03e-115
DdB|DdB_08527	--	--	WP_131227464.1	0.0
DdB|DdB_08528	--	--	WP_342006610.1	2e-67
DdB|DdB_08529	--	--	WP_342006612.1	5.03e-95
DdB|DdB_08530	--	--	WP_319620007.1	6.32e-44
DdB|DdB_08541	--	--	WP_160245689.1	0.0
DdB|DdB_08543	--	--	WP_247471809.1	1.39e-82
DdB|DdB_08545	--	--	WP_003238341.1	2.88e-94
DdB|DdB_08546	--	--	WP_029317829.1	0.0
DdB|DdB_08551	--	--	WP_122894503.1	5.06e-147
DdB|DdB_08552	--	--	WP_335339826.1	2.23e-52
DdB|DdB_08553	--	--	WP_268559459.1	2.54e-107
DdB|DdB_08556	--	--	WP_003231769.1	2.04e-95
DdB|DdB_08558	--	--	WP_124048396.1	2.91e-86
DdB|DdB_08559	--	--	WP_124073237.1	1.5e-99
DdB|DdB_08561	--	--	WP_210216391.1	0.0
DdB|DdB_08562	--	--	WP_003231786.1	4.81e-80
DdB|DdB_08564	--	--	WP_253280225.1	2.56e-165
DdB|DdB_08566	--	--	WP_342006618.1	0.0
DdB|DdB_08597	--	--	WP_003231809.1	1.1e-50
DdB|DdB_08598	--	--	WP_326227784.1	0.0
DdB|DdB_08603	--	--	WP_088325895.1	1.23e-127
DdB|DdB_08604	--	--	WP_251188414.1	1.55e-92
DdB|DdB_08608	--	--	WP_003231833.1	1.71e-126
DdB|DdB_08609	--	--	WP_003231834.1	1.13e-89
DdB|DdB_08613	--	--	WP_003154135.1	7.1e-52
DdB|DdB_08616	--	--	WP_158124841.1	8.99e-20
DdB|DdB_08622	--	--	WP_283934465.1	1.89e-137
DdB|DdB_08623	--	--	WP_003245199.1	1.28e-54
DdB|DdB_08630	--	--	WP_235701109.1	9.36e-48
DdB|DdB_08631	--	--	WP_071576877.1	7.95e-63
DdB|DdB_08635	--	--	WP_087987086.1	3.63e-92
DdB|DdB_08643	--	--	WP_009967251.1	1.7e-75
DdB|DdB_08646	--	--	WP_268425423.1	4.26e-57
DdB|DdB_08648	--	--	WP_326224075.1	0.0
DdB|DdB_08665	--	--	WP_046381026.1	7.1e-95
DdB|DdB_08670	--	--	WP_277709589.1	7.01e-73
DdB|DdB_08671	--	--	WP_015715887.1	0.0
DdB|DdB_08672	--	--	WP_088679087.1	2.57e-17
DdB|DdB_08676	--	--	WP_342006628.1	0.0
DdB|DdB_08678	--	--	WP_003220850.1	5.63e-136
DdB|DdB_08686	--	--	WP_212060486.1	2e-175
DdB|DdB_08687	--	--	WP_277715535.1	2.92e-81
DdB|DdB_08691	--	--	WP_020451373.1	3.11e-44
DdB|DdB_08693	--	--	WP_014476793.1	2.38e-79
DdB|DdB_08696	--	--	WP_003238590.1	3.13e-69
DdB|DdB_08697	--	--	WP_327827869.1	2.55e-109
DdB|DdB_08699	--	--	WP_326256487.1	6.81e-79
DdB|DdB_08711	--	--	WP_326043263.1	2.01e-65
DdB|DdB_08713	--	--	WP_268749364.1	6.22e-157
DdB|DdB_08738	--	--	WP_041337939.1	2.5e-108
DdB|DdB_08744	--	--	WP_003221468.1	8.89e-113
DdB|DdB_08745	--	--	WP_015383612.1	0.0
DdB|DdB_08746	--	--	WP_014479735.1	2.01e-95
DdB|DdB_08752	--	--	WP_282894116.1	1.65e-137
DdB|DdB_08762	--	--	WP_046381005.1	6.36e-81
DdB|DdB_08763	--	--	WP_014476745.1	1.47e-93
DdB|DdB_08764	--	--	WP_003232178.1	0.0
DdB|DdB_08773	--	--	WP_268749374.1	6.71e-42
DdB|DdB_08775	--	--	WP_003221402.1	2.31e-100
DdB|DdB_08776	--	--	WP_046664172.1	0.0
DdB|DdB_08777	--	--	WP_131227388.1	2.12e-75
DdB|DdB_08780	--	--	WP_339231942.1	2.67e-69
DdB|DdB_08781	--	--	WP_116315522.1	2.7e-34
DdB|DdB_08782	--	--	WP_014479718.1	4e-112
DdB|DdB_08783	--	--	WP_131227384.1	1.93e-139
DdB|DdB_08785	--	--	WP_015252149.1	0.0
DdB|DdB_08789	--	--	WP_003232238.1	1.3e-81
DdB|DdB_08790	--	--	WP_049635752.1	1.37e-93
DdB|DdB_08791	--	--	WP_187956124.1	1.34e-49
DdB|DdB_08795	--	--	WP_286317549.1	2.13e-71
DdB|DdB_08798	--	--	WP_014476717.1	0.0
DdB|DdB_08803	--	--	WP_226466532.1	2.46e-73
DdB|DdB_08805	--	--	WP_003232265.1	7.94e-116
DdB|DdB_08807	--	--	WP_038827801.1	6.35e-88
DdB|DdB_08809	--	--	WP_326126185.1	7.43e-134
DdB|DdB_08811	--	--	WP_326211039.1	9.89e-149
DdB|DdB_08814	--	--	WP_076457757.1	1.05e-33
DdB|DdB_08815	--	--	WP_268277867.1	3.88e-53
DdB|DdB_08820	--	--	WP_009967146.1	1.27e-158
DdB|DdB_08824	--	--	WP_131227380.1	0.0
DdB|DdB_08826	--	--	WP_003232330.1	3.35e-131
DdB|DdB_08828	--	--	WP_003244728.1	1.13e-58
DdB|DdB_08830	--	--	WP_121591762.1	0.0
DdB|DdB_08839	--	--	WP_070548898.1	0.0
DdB|DdB_08846	--	--	WP_014479670.1	2.37e-123
DdB|DdB_08848	--	--	WP_003232378.1	2.18e-133
DdB|DdB_08849	--	--	WP_003245810.1	3.76e-108
DdB|DdB_08852	--	--	WP_003232382.1	1.45e-50
DdB|DdB_08860	--	--	WP_072176309.1	7.42e-66
DdB|DdB_08861	--	--	WP_072174092.1	7.68e-116
DdB|DdB_08862	--	--	WP_046380992.1	0.0
DdB|DdB_08863	--	--	WP_003232406.1	6.04e-109
DdB|DdB_08866	--	--	WP_216786757.1	0.0
DdB|DdB_08872	--	--	WP_003245173.1	0.0
DdB|DdB_08873	--	--	WP_003218644.1	4.57e-50
DdB|DdB_08880	--	--	WP_327829208.1	1.96e-178
DdB|DdB_08881	--	--	WP_046664132.1	9.71e-99
DdB|DdB_08882	--	--	WP_014476639.1	2.59e-81
DdB|DdB_08887	--	--	WP_003232460.1	6.04e-179
DdB|DdB_08888	--	--	WP_021479407.1	6.68e-162
DdB|DdB_08889	--	--	WP_003244712.1	4.02e-148
DdB|DdB_08898	--	--	WP_003245748.1	2.99e-55
DdB|DdB_08905	--	--	WP_038427617.1	0.0
DdB|DdB_08906	--	--	WP_049635750.1	3.02e-58
DdB|DdB_08907	--	--	WP_224588732.1	0.0
DdB|DdB_08909	--	--	WP_216999337.1	9.27e-144
DdB|DdB_08910	--	--	WP_003218568.1	2.15e-37
DdB|DdB_08911	--	--	WP_277709550.1	2.26e-123
DdB|DdB_08912	--	--	WP_009967095.1	4.66e-157
DdB|DdB_08918	--	--	WP_212050117.1	0.0
DdB|DdB_08920	--	--	WP_003232541.1	1.01e-63
DdB|DdB_08922	--	--	WP_014479606.1	9.21e-112
DdB|DdB_08923	--	--	WP_131227361.1	4.43e-94
DdB|DdB_08926	--	--	WP_033884990.1	2.52e-82
DdB|DdB_08929	--	--	WP_342006655.1	5.18e-92
DdB|DdB_08949	--	--	WP_003232602.1	4.08e-44
DdB|DdB_08952	--	--	WP_080332193.1	0.0
DdB|DdB_08957	--	--	WP_033884945.1	0.0
DdB|DdB_08958	--	--	WP_119899279.1	1.79e-63
DdB|DdB_08961	--	--	WP_197196250.1	0.0
DdB|DdB_08962	--	--	WP_003232637.1	0.0
DdB|DdB_08964	--	--	WP_268553275.1	8.02e-102
DdB|DdB_08966	--	--	WP_089172519.1	8.36e-177
DdB|DdB_08968	--	--	WP_131227349.1	6.67e-169
DdB|DdB_08969	--	--	WP_339231901.1	2.78e-37
DdB|DdB_08970	--	--	WP_181217002.1	0.0
DdB|DdB_08971	--	--	WP_213419368.1	0.0
DdB|DdB_08972	--	--	WP_003232671.1	5.56e-94
DdB|DdB_08973	--	--	WP_341283633.1	0.0
DdB|DdB_08974	--	--	WP_133516488.1	0.0
DdB|DdB_08975	--	--	WP_029946427.1	1.38e-135
DdB|DdB_08977	--	--	WP_015715734.1	1.87e-101
DdB|DdB_08978	--	--	WP_121591709.1	4.73e-86
DdB|DdB_08979	--	--	WP_339202519.1	0.0
DdB|DdB_08980	--	--	WP_024572798.1	8.88e-98
DdB|DdB_08981	--	--	WP_339176353.1	4.72e-96
DdB|DdB_08982	--	--	WP_257433142.1	0.0
DdB|DdB_08983	--	--	WP_015252281.1	1.16e-145
DdB|DdB_08984	--	--	WP_342006658.1	0.0
DdB|DdB_08985	--	--	WP_131227342.1	0.0
DdB|DdB_08986	--	--	WP_131227341.1	7.52e-110
DdB|DdB_08989	--	--	WP_163189709.1	2.89e-57
DdB|DdB_08990	--	--	WP_033881757.1	3.95e-31
DdB|DdB_08992	--	--	WP_144453044.1	2.07e-76
DdB|DdB_08993	--	--	WP_014479546.1	5.82e-84
DdB|DdB_08995	--	--	WP_003232731.1	2.26e-49
DdB|DdB_08998	--	--	WP_014479541.1	1.76e-109
DdB|DdB_08999	--	--	WP_049635710.1	1.43e-73
DdB|DdB_09011	--	--	WP_003245001.1	0.0
DdB|DdB_09013	--	--	WP_003220510.1	9.73e-93
DdB|DdB_09014	--	--	WP_032725494.1	0.0
DdB|DdB_09016	--	--	WP_106073837.1	8.31e-170
DdB|DdB_09017	--	--	WP_247471538.1	2.29e-136
DdB|DdB_09023	--	--	WP_009967034.1	1.54e-89
DdB|DdB_09025	--	--	WP_003244679.1	2.97e-107
DdB|DdB_09027	--	--	WP_003232825.1	2.7e-38
DdB|DdB_09028	--	--	WP_003244878.1	7.92e-108
DdB|DdB_09033	--	--	WP_131227323.1	0.0
DdB|DdB_09035	--	--	WP_268358965.1	1.43e-53
DdB|DdB_09036	--	--	WP_129092572.1	0.0
DdB|DdB_09037	--	--	WP_213384546.1	8.93e-136
DdB|DdB_09041	--	--	WP_017695216.1	1.4e-54
DdB|DdB_09042	--	--	WP_153952128.1	3.05e-75
DdB|DdB_09043	--	--	WP_153952127.1	0.0
DdB|DdB_09044	--	--	WP_343212214.1	0.0
DdB|DdB_09046	--	--	WP_250623235.1	4.55e-57
DdB|DdB_09047	--	--	WP_239795042.1	8.76e-141
DdB|DdB_09048	--	--	WP_042974592.1	7.01e-70
DdB|DdB_09049	--	--	WP_326359316.1	0.0
DdB|DdB_09051	--	--	WP_277709454.1	0.0
DdB|DdB_09052	--	--	WP_268273555.1	0.0
DdB|DdB_09053	--	--	WP_268431132.1	1.83e-77
DdB|DdB_09054	--	--	WP_326330370.1	0.0
DdB|DdB_09055	--	--	WP_213397894.1	0.0
DdB|DdB_09056	--	--	WP_277709449.1	1.88e-27
DdB|DdB_09057	--	--	WP_195880303.1	4.44e-134
DdB|DdB_09059	--	--	WP_276353164.1	6.42e-42
DdB|DdB_09060	--	--	WP_268353796.1	0.0
DdB|DdB_09061	--	--	WP_276353169.1	1.3e-98
DdB|DdB_09062	--	--	WP_212083039.1	8.67e-79
DdB|DdB_09063	--	--	WP_268504906.1	1.6e-142
DdB|DdB_09064	--	--	WP_212083037.1	2.44e-85
DdB|DdB_09065	--	--	WP_153952098.1	1.01e-129
DdB|DdB_09066	--	--	WP_212083293.1	5.29e-123
DdB|DdB_09067	--	--	WP_213397866.1	2.33e-111
DdB|DdB_09068	--	--	WP_254491165.1	9.78e-175
DdB|DdB_09071	--	--	WP_277709433.1	4.63e-78
DdB|DdB_09073	--	--	WP_129092620.1	9.94e-79
DdB|DdB_09075	--	--	WP_276356981.1	9.95e-26
DdB|DdB_09076	--	--	WP_353880981.1	9.66e-132
DdB|DdB_09077	--	--	WP_268327594.1	3.07e-97
DdB|DdB_09078	--	--	WP_327810279.1	3.74e-158
DdB|DdB_09079	--	--	WP_326132377.1	8e-106
DdB|DdB_09080	--	--	WP_129092887.1	9.28e-87
DdB|DdB_09081	--	--	WP_278072034.1	0.0
DdB|DdB_09082	--	--	WP_371149584.1	0.0
DdB|DdB_09083	--	--	WP_259607469.1	1.29e-160
DdB|DdB_09084	--	--	WP_250324100.1	2.76e-102
DdB|DdB_09085	--	--	WP_250622060.1	9.54e-50
DdB|DdB_09086	--	--	WP_328193232.1	7.28e-75
DdB|DdB_09087	--	--	WP_161512484.1	6.22e-100
DdB|DdB_09088	--	--	WP_277709406.1	0.0
DdB|DdB_09089	--	--	WP_249851127.1	0.0
DdB|DdB_09092	--	--	WP_003245358.1	1.04e-177
DdB|DdB_09095	--	--	WP_003232870.1	2.15e-46
DdB|DdB_09096	--	--	WP_131227318.1	2.68e-59
DdB|DdB_09097	--	--	WP_029317623.1	8.37e-80
DdB|DdB_09098	--	--	WP_161985921.1	3.82e-42
DdB|DdB_09099	--	--	WP_029317621.1	1.25e-118
DdB|DdB_09100	--	--	WP_014479465.1	4.5e-108
DdB|DdB_09101	--	--	WP_003244982.1	5.22e-104
DdB|DdB_09102	--	--	WP_015383369.1	7.29e-71
DdB|DdB_09105	--	--	WP_161621490.1	4.52e-33
DdB|DdB_09108	--	--	WP_072173897.1	2.74e-39
DdB|DdB_09111	--	--	WP_101501999.1	0.0
DdB|DdB_09113	--	--	WP_305090539.1	3.98e-94
DdB|DdB_09117	--	--	WP_003232922.1	8.44e-84
DdB|DdB_09118	--	--	WP_085186275.1	6.11e-128
DdB|DdB_09120	--	--	WP_003232928.1	1.14e-93
DdB|DdB_09123	--	--	WP_167408053.1	6.46e-155
DdB|DdB_09125	--	--	WP_268549989.1	2.34e-66
DdB|DdB_09127	--	--	WP_003224597.1	1.78e-137
DdB|DdB_09130	--	--	WP_086343705.1	3.67e-143
DdB|DdB_09133	--	--	WP_003232959.1	4.68e-147
DdB|DdB_09141	--	--	WP_003232972.1	1.52e-49
DdB|DdB_09142	--	--	WP_106073811.1	0.0
DdB|DdB_09143	--	--	WP_326122510.1	2.46e-96
DdB|DdB_09144	--	--	WP_153529859.1	4.07e-23
DdB|DdB_09152	--	--	WP_003232998.1	1.68e-38
DdB|DdB_09155	--	--	WP_318841958.1	8.51e-102
DdB|DdB_09156	--	--	WP_041520917.1	5.74e-167
DdB|DdB_09159	--	--	WP_003244996.1	3.37e-131
DdB|DdB_09160	--	--	WP_128737739.1	5.02e-85
DdB|DdB_09161	--	--	WP_339247757.1	3.72e-86
DdB|DdB_09162	--	--	WP_015252384.1	0.0
DdB|DdB_09163	--	--	WP_339184781.1	9.28e-70
DdB|DdB_09168	--	--	WP_009966972.1	5.25e-129
DdB|DdB_09169	--	--	WP_086343688.1	4.66e-135
DdB|DdB_09170	--	--	WP_128992625.1	4.36e-132
DdB|DdB_09178	--	--	WP_080481034.1	3.02e-144
DdB|DdB_09179	--	--	WP_003245457.1	1.03e-124
DdB|DdB_09184	--	--	WP_227057363.1	1.89e-147
DdB|DdB_09186	--	--	WP_082201000.1	3.53e-71
DdB|DdB_09188	--	--	WP_270579368.1	7.97e-53
DdB|DdB_09190	--	--	WP_088325545.1	1.98e-120
DdB|DdB_09191	--	--	WP_003233088.1	8.65e-45
DdB|DdB_09192	--	--	WP_003245548.1	3.88e-148
DdB|DdB_09193	--	--	WP_087614489.1	1.02e-56
DdB|DdB_09194	--	--	WP_326069339.1	9.02e-178
DdB|DdB_09195	--	--	WP_235120563.1	7.4e-172
DdB|DdB_09196	--	--	WP_342006667.1	0.0
DdB|DdB_09198	--	--	WP_003244988.1	0.0
DdB|DdB_09199	--	--	WP_122895177.1	4.28e-102
DdB|DdB_09200	--	--	WP_069322503.1	3.21e-69
DdB|DdB_09203	--	--	WP_069322500.1	0.0
DdB|DdB_09206	--	--	WP_249851147.1	1.8e-78
DdB|DdB_09207	--	--	WP_015252420.1	1.44e-61
DdB|DdB_09210	--	--	WP_010886465.1	3.09e-146
DdB|DdB_09211	--	--	WP_323217300.1	5.54e-54
DdB|DdB_09212	--	--	WP_032721274.1	0.0
DdB|DdB_09213	--	--	WP_017695342.1	4.62e-55
DdB|DdB_09215	--	--	WP_029317573.1	1.56e-142
DdB|DdB_09216	--	--	WP_003233142.1	2.06e-46
DdB|DdB_09220	--	--	WP_341283557.1	3.28e-99
DdB|DdB_09222	--	--	WP_019712351.1	3.57e-93
DdB|DdB_09223	--	--	WP_204551441.1	5.13e-60
DdB|DdB_09229	--	--	WP_003245187.1	2.86e-89
DdB|DdB_09236	--	--	WP_226466211.1	2.68e-148
DdB|DdB_09237	--	--	WP_273796236.1	1.56e-65
DdB|DdB_09238	--	--	WP_212060125.1	1.93e-87
DdB|DdB_09246	--	--	WP_131227275.1	2.02e-91
DdB|DdB_09247	--	--	WP_131227274.1	0.0
DdB|DdB_09249	--	--	WP_033883054.1	4.01e-78
DdB|DdB_09250	--	--	WP_350415884.1	3.65e-71
DdB|DdB_09251	--	--	WP_167560042.1	0.0
DdB|DdB_09255	--	--	WP_003233236.1	1.33e-112
DdB|DdB_09256	--	--	WP_003245875.1	1.93e-77
DdB|DdB_09257	--	--	WP_003239501.1	3.99e-150
DdB|DdB_09258	--	--	WP_220396767.1	7.42e-45
DdB|DdB_09260	--	--	WP_046160230.1	4.97e-179
DdB|DdB_09261	--	--	WP_326144858.1	0.0
DdB|DdB_09262	--	--	WP_253280163.1	6.05e-61
DdB|DdB_09263	--	--	WP_306645997.1	0.0
DdB|DdB_09272	--	--	WP_003224239.1	1.33e-78
DdB|DdB_09273	--	--	WP_161477116.1	6.38e-101
DdB|DdB_09274	--	--	WP_144530555.1	7.16e-106
DdB|DdB_09275	--	--	WP_342006674.1	0.0
DdB|DdB_09276	--	--	WP_342006675.1	0.0
DdB|DdB_09277	--	--	WP_003233287.1	1.06e-39
DdB|DdB_09288	--	--	WP_161985878.1	1.53e-37
DdB|DdB_09295	--	--	WP_010886459.1	0.0
DdB|DdB_09303	--	--	WP_003233360.1	2.46e-155
DdB|DdB_09310	--	--	WP_326211189.1	1.41e-59
DdB|DdB_09317	--	--	WP_003233388.1	7.62e-139
DdB|DdB_09322	--	--	WP_003233401.1	1.18e-91
DdB|DdB_09326	--	--	WP_131227255.1	0.0
DdB|DdB_09327	--	--	WP_367147953.1	2.52e-89
DdB|DdB_09328	--	--	WP_268574216.1	2.73e-35
DdB|DdB_09329	--	--	WP_003245125.1	6.16e-130
DdB|DdB_09330	--	--	WP_326147412.1	3.54e-74
DdB|DdB_09335	--	--	WP_003233421.1	0.0
DdB|DdB_09337	--	--	WP_232919736.1	1.67e-42
DdB|DdB_09342	--	--	WP_072175977.1	1.15e-174
DdB|DdB_09344	--	--	WP_021479697.1	2.26e-162
DdB|DdB_09345	--	--	WP_031315024.1	0.0
DdB|DdB_09347	--	--	WP_174223398.1	1.11e-122
DdB|DdB_09349	--	--	WP_128993643.1	7.89e-129
DdB|DdB_09356	--	--	WP_131227245.1	0.0
DdB|DdB_09357	--	--	WP_131228325.1	7.98e-105
DdB|DdB_09358	--	--	WP_131227243.1	0.0
DdB|DdB_09359	--	--	WP_343794917.1	6.58e-07
DdB|DdB_09361	--	--	WP_049635674.1	2.13e-143
DdB|DdB_09362	--	--	WP_345760773.1	4.91e-75
DdB|DdB_09365	--	--	WP_003233537.1	0.0
DdB|DdB_09367	--	--	WP_003223272.1	4.21e-130
DdB|DdB_09368	--	--	WP_009968853.1	5.48e-77
DdB|DdB_09369	--	--	WP_003233541.1	2.4e-46
DdB|DdB_09372	--	--	WP_003244136.1	0.0
DdB|DdB_09373	--	--	WP_163130997.1	4.93e-68
DdB|DdB_09374	--	--	WP_160245307.1	1.95e-138
DdB|DdB_09375	--	--	WP_124048473.1	0.0
DdB|DdB_09378	--	--	WP_015252515.1	1.84e-123
DdB|DdB_09379	--	--	WP_003243789.1	3.39e-57
DdB|DdB_09380	--	--	WP_106074045.1	0.0
DdB|DdB_09381	--	--	WP_029726843.1	3.62e-53
DdB|DdB_09382	--	--	WP_128992557.1	2.38e-84
DdB|DdB_09388	--	--	WP_131227240.1	0.0
DdB|DdB_09389	--	--	WP_342006814.1	0.0
DdB|DdB_09392	--	--	WP_038428639.1	2.61e-160
DdB|DdB_09393	--	--	WP_350273488.1	1.61e-63
DdB|DdB_09394	--	--	WP_003233588.1	1.34e-130
DdB|DdB_09395	--	--	WP_029726851.1	0.0
DdB|DdB_09396	--	--	WP_342006815.1	0.0
DdB|DdB_09397	--	--	WP_029726853.1	3.27e-64
DdB|DdB_09406	--	--	WP_251233483.1	0.0
DdB|DdB_09407	--	--	WP_003243767.1	9.94e-172
DdB|DdB_09408	--	--	WP_029726861.1	2.49e-124
DdB|DdB_09409	--	--	WP_160243277.1	8.09e-104
DdB|DdB_09410	--	--	WP_010886445.1	4.5e-67
DdB|DdB_09412	--	--	WP_339247482.1	0.0
DdB|DdB_09417	--	--	WP_087962011.1	2.17e-110
DdB|DdB_09418	--	--	WP_326147126.1	1.5e-64
DdB|DdB_09424	--	--	WP_003233655.1	0.0
DdB|DdB_09426	--	--	WP_082200930.1	0.0
DdB|DdB_09429	--	--	WP_003233663.1	2.14e-167
DdB|DdB_09430	--	--	WP_003233665.1	3.01e-66
DdB|DdB_09432	--	--	WP_003243712.1	5.66e-41
DdB|DdB_09433	--	--	WP_003233671.1	0.0
DdB|DdB_09436	--	--	WP_133953916.1	2.36e-133
DdB|DdB_09440	--	--	WP_095432327.1	0.0
DdB|DdB_09441	--	--	WP_029726872.1	0.0
DdB|DdB_09444	--	--	WP_146260818.1	2.8e-92
DdB|DdB_09445	--	--	WP_323193055.1	0.0
DdB|DdB_09448	--	--	WP_015252565.1	5.15e-67
DdB|DdB_09449	--	--	WP_273796227.1	1.3e-136
DdB|DdB_09456	--	--	WP_003233723.1	0.0
DdB|DdB_09459	--	--	WP_003233729.1	3.6e-77
DdB|DdB_09460	--	--	WP_003233730.1	1.15e-85
DdB|DdB_09461	--	--	WP_015715495.1	0.0
DdB|DdB_09465	--	--	WP_003243349.1	7.68e-99
DdB|DdB_09471	--	--	WP_019712577.1	1.01e-95
DdB|DdB_09478	--	--	WP_015252589.1	0.0
DdB|DdB_09485	--	--	WP_103330476.1	0.0
